OBJECTID,JURISDICTION,OWNERSHIP,MUNICIPALITY,NAME,FROM_,TO_,CLASS,CLASS_OP,DES_SURF_WIDTH,Shape_Length
9878,LOCAL,OSHAWA,OSHAWA,MONCK ST,MCGRIGOR ST,LLOYD ST,L/R,L,,94.853029257746
9879,LOCAL,OSHAWA,OSHAWA,COLBORNE ST W,GLADSTONE AVE,ARENA ST,L/R,L,,92.5899677434999
9880,LOCAL,OSHAWA,OSHAWA,KING ST E,KING ST E,BOND ST E,ART,B,,71.6018081337857
9881,REGIONAL,DURHAM,OSHAWA,WILSON RD N,ROGERS ST,BOND ST E,ART,C,,112.198648724269
9882,REGIONAL,DURHAM,OSHAWA,RITSON RD S,MITCHELL AVE,OLIVE AVE,ART,B,,75.8258342619984
9883,LOCAL,OSHAWA,OSHAWA,CLARKE ST,STACEY AVE,EULALIE AVE,L/R,L,,207.329611387103
9884,LOCAL,OSHAWA,OSHAWA,BRUCE ST,DREW ST,RITSON RD S,L/R,L,,215.984103067853
9885,LOCAL,OSHAWA,OSHAWA,BEVERLY ST,PATRICIA AVE,CENTRAL PARK BLVD N,L/R,L,,84.5606553024281
9886,LOCAL,OSHAWA,OSHAWA,RED DEER AVE,CHILLIWACK ST,CLEARBROOK DR,L/R,L,,87.0699686731331
9887,LOCAL,OSHAWA,OSHAWA,HOLCAN AVE,CENTRAL PARK BLVD N,FERNWOOD AVE,L/R,L,,265.786583855969
9888,LOCAL,OSHAWA,OSHAWA,AVIATOR LANE,AIRPORT BLVD,268 m E OF AIRPORT BLVD ,LCI,L,,266.181773522271
9889,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,CADILLAC AVE S,HIGHLAND AVE,ART,C,,94.6131909135634
9890,REGIONAL,DURHAM,OSHAWA,WILSON RD S,HOSKIN AVE,GLIDDON AVE,ART,C,,106.657513705611
9891,REGIONAL,DURHAM,OSHAWA,PARK RD N,HUMBER AVE,RIDGEWAY AVE,ART,C,,88.2457803709116
9892,LOCAL,OSHAWA,OSHAWA,WARREN AVE,PUNSHON AVE,COLBORNE ST W,L/R,L,,144.780576190011
9893,LOCAL,OSHAWA,OSHAWA,BLACKTHORN ST,ADELAIDE AVE E,NINA CT,L/R,L,,271.472608548686
9894,LOCAL,OSHAWA,OSHAWA,BLACKTHORN ST,NINA CT,THIMBLEBERRY CIRCLE,L/R,L,,96.3824835739468
9895,LOCAL,OSHAWA,OSHAWA,LESABRE ST,ASTRA AVE,CORSICA AVE,L/R,L,,102.609656279936
9896,LOCAL,OSHAWA,OSHAWA,BELAIR CRES,ELDORADO AVE,ELDORADO AVE,L/R,L,,424.817966084698
9897,LOCAL,OSHAWA,OSHAWA,HORTOP ST,SUNSET DR,SHERWOOD AVE,L/R,L,,113.659946820221
9898,LOCAL,OSHAWA,OSHAWA,BRIARWOOD DR,SWISS HEIGHT,INTERLAKE DR,L/R,L,,415.465750363467
9899,LOCAL,OSHAWA,OSHAWA,WECKER DR,JASPER AVE,BANFF AVE,L/R,L,,88.3594084263896
9900,LOCAL,OSHAWA,OSHAWA,WECKER DR,SHARBOT ST,JASPER AVE,L/R,L,,85.9831900546704
9901,LOCAL,OSHAWA,OSHAWA,WILSON RD N,KELLY AVE,CLEARSKY AVE,ART,C,,192.656390639779
9902,LOCAL,OSHAWA,OSHAWA,WILSON RD S,WENTWORTH ST E,RALEIGH AVE,ART,C,,315.397594184567
9903,LOCAL,OSHAWA,OSHAWA,WILSON RD S,VETERANS RD,HASTINGS AVE,ART,C,,50.720213097376
9904,LOCAL,OSHAWA,OSHAWA,WILSON RD S,RALEIGH AVE,VETERANS RD,ART,C,,357.436129226868
9905,LOCAL,OSHAWA,OSHAWA,WILSON RD S,HASTINGS AVE,BLOOR ST E,ART,C,,98.3139929698586
9906,LOCAL,OSHAWA,OSHAWA,WOODCREST AVE,STEVENSON RD N,FERNHILL BLVD,L/R,L,,211.611823932818
9907,REGIONAL,DURHAM,OSHAWA,STEVENSON RD N,MALAN AVE,ROSSLAND RD W,ART,B,,267.787042848672
9908,LOCAL,OSHAWA,OSHAWA,CONLIN RD E,SIMCOE ST N,WALREG DR,ART,B,,227.353818013176
9909,LOCAL,OSHAWA,OSHAWA,CLEARBROOK DR,RED DEER AVE,GREENHILL AVE,C/R,COL,,201.765653325859
9910,LOCAL,OSHAWA,OSHAWA,CORBETTS RD,WEST LIMITS,GRANDVIEW ST N,100,L,,118.782484266072
9911,LOCAL,OSHAWA,OSHAWA,CREIGHTON AVE,FERNHILL BLVD,ROSEHILL BLVD,L/R,L,,101.345285334997
9912,LOCAL,OSHAWA,OSHAWA,CREIGHTON AVE,ROSEHILL BLVD,GIBBONS ST,L/R,L,,103.022457448658
9913,REGIONAL,DURHAM,OSHAWA,RITSON RD S,WENTWORTH ST E,WOLFE ST,ART,C,,245.833792285547
9914,LOCAL,DURHAM,OSHAWA,FAREWELL ST,178 m S OF HARBOUR RD,HARBOUR RD,LCI,L,,183.591064247166
9915,LOCAL,OSHAWA,OSHAWA,ALBERT ST,BANTING AVE,BARRIE AVE,C/R,COL,,61.925528861668
9916,LOCAL,OSHAWA,OSHAWA,ALBERT ST,BARRIE AVE,ELM ST,C/R,COL,,89.9702236671152
9917,LOCAL,OSHAWA,OSHAWA,ALBERT ST,OLIVE AVE,BANTING AVE,C/R,COL,,73.5679349012294
9918,LOCAL,OSHAWA,OSHAWA,ALBERT ST,HOGARTH ST,EMMA ST,ART,C,,69.4250309205063
9919,LOCAL,OSHAWA,OSHAWA,ALBERT ST,EMMA ST,JOHN ST E,ART,C,,161.933301864173
9920,LOCAL,OSHAWA,OSHAWA,ALBERT ST,ELM ST,HOGARTH ST,ART,C,,180.679252262219
9921,LOCAL,OSHAWA,OSHAWA,CAMELOT DR,GALAHAD DR,ROSSLAND RD E,C/R,COL,,169.600444381099
9922,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,DREW ST,RITSON RD S,ART,C,,223.762839033312
9923,REGIONAL,DURHAM,OSHAWA,WINCHESTER RD W,THORNTON RD N,SIMCOE ST N,ART,B,,1662.42681171088
9924,LOCAL,OSHAWA,OSHAWA,CABOT ST,61 m S OF KING ST W,KING ST W,L/R,L,,73.2240858791326
9925,LOCAL,OSHAWA,OSHAWA,KING ST W,PRINCE ST,SIMCOE ST N,ART,B,,96.3310583652935
9926,LOCAL,OSHAWA,OSHAWA,CHERRYDOWN DR,ANNANDALE ST,MUIRFIELD ST/SUNNYBRAE CRES,C/R,COL,,242.278498134995
9927,LOCAL,OSHAWA,OSHAWA,CHERRYDOWN DR,MUIRFIELD ST/SUNNYBRAE CRES,SUNNYBRAE CRES/BIRKDALE ST,C/R,COL,,219.971480588598
9928,LOCAL,OSHAWA,OSHAWA,CLARKE ST,TYLOR CRES,GLIDDON AVE,L/R,L,,98.5562887362098
9929,LOCAL,OSHAWA,OSHAWA,AVENUE ST,110 m W OF CENTRE ST,CENTRE ST S,L/R,L,,114.023016938086
9930,LOCAL,OSHAWA,OSHAWA,AVENUE ST,CENTRE ST S,SIMCOE ST S,L/R,L,,167.016129523076
9931,LOCAL,OSHAWA,OSHAWA,CENTRE ST S,ROYAL ST,FAIRBANKS ST,L/R,L,,84.5303999884019
9932,LOCAL,OSHAWA,OSHAWA,CENTRE ST S,FAIRBANKS ST,FAIRBANKS ST,L/R,L,,54.4751778681312
9933,LOCAL,OSHAWA,OSHAWA,CENTRE ST S,30 m S OF AVENUE ST,ROYAL ST,L/R,L,,126.383164101606
9934,LOCAL,OSHAWA,OSHAWA,ROYAL ST,129 m W OF CENTRE ST,CENTRE ST S,L/R,L,,129.590488874817
9935,LOCAL,OSHAWA,OSHAWA,ROYAL ST,CENTRE ST S,SIMCOE ST S,L/R,L,,167.484137414252
9936,LOCAL,OSHAWA,OSHAWA,BIRKDALE CT,SOUTH LIMIT,SUNNINGDALE AVE,L/R,L,,172.944881579132
9937,LOCAL,OSHAWA,OSHAWA,LUDLOW CT,TROWBRIDGE DR,SOUTH LIMIT,L/R,L,,144.389784113042
9938,LOCAL,OSHAWA,OSHAWA,HARTGROVE LANE,ANDOVER DR,ALDERSHOT DR,L/R,L,,306.075689850872
9939,LOCAL,OSHAWA,OSHAWA,ALBERT ST,SIMCOE ST S,PHILLIPS ST,L/R,L,,79.4230662252896
9940,LOCAL,OSHAWA,OSHAWA,BALA DR,LAKEVIEW AVE,MONTEITH AVE,L/R,L,,238.192986076254
9941,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST N,BEATRICE ST E,SUMMITVIEW CRES,ART,C,,91.8746256385827
9942,LOCAL,OSHAWA,OSHAWA,RIDGEMOUNT BLVD,MOUNTVIEW CT/MOUNTVIEW DR,BEATRICE ST E,L/R,L,,99.3223189799605
9943,LOCAL,OSHAWA,OSHAWA,APPLEBY AVE,APPLEBY CT/WINDRUSH DR,GRANDVIEW ST N,L/R,L,,100.295648085115
9944,LOCAL,OSHAWA,OSHAWA,DEAN AVE,WHITMAN CRES,245 m E OF WHITMAN CRES,L/R,L,,260.568384255763
9945,LOCAL,OSHAWA,OSHAWA,DEAN AVE,FAREWELL ST,CARLYLE CT,L/R,L,,89.4266960381432
9946,LOCAL,OSHAWA,OSHAWA,COLONEL SAM DR,FAREWELL ST/WENTWORTH ST E,2761 m E OF FAREWELL ST,ART,C,,2511.87763929049
9947,LOCAL,OSHAWA,OSHAWA,COLUMBUS RD W,THORNTON RD N,SIMCOE ST N,600,B,,1653.09075812295
9948,LOCAL,OSHAWA,OSHAWA,DEAN AVE,KITCHENER AVE,NORMANDY ST,C/R,COL,,179.959049184927
9949,LOCAL,OSHAWA,OSHAWA,DEAN AVE,CARLYLE CT,WHITMAN CRES,L/R,L,,87.8822977040478
9950,REGIONAL,DURHAM,OSHAWA,SIMCOE ST N,PRIVATE ROAD,WINCHESTER RD,ART,B,,509.266062669627
9951,LOCAL,OSHAWA,OSHAWA,DEAN AVE,HILLCREST DR,WILSON RD S,C/R,COL,,187.497351725487
9952,LOCAL,OSHAWA,OSHAWA,CONANT ST,MYERS ST,NELSON ST,C/R,COL,,196.998476808674
9953,LOCAL,OSHAWA,OSHAWA,DEAN AVE,WILSON RD S,TENNYSON AVE,L/R,L,,79.0329135390321
9954,REGIONAL,DURHAM,OSHAWA,SIMCOE ST N,FOUNDERS DR,NORTHERN DANCER DR,ART,B,,173.472692631658
9955,LOCAL,OSHAWA,OSHAWA,AIRPORT BLVD,SOUTH LIMIT,AVIATOR LANE/KEITH ROSS DR,LCI,L,,361.216647349946
9956,LOCAL,OSHAWA,OSHAWA,AIRPORT BLVD,AVIATOR LANE/KEITH ROSS DR,TAUNTON RD W,LCI,L,,155.167513110532
9957,REGIONAL,DURHAM,OSHAWA,SIMCOE ST S,WELLINGTON AVE,RITSON RD S,ART,C,,281.959672456228
9958,REGIONAL,DURHAM,OSHAWA,THORNTON RD N,CASTLEGROVE AVE,ADELAIDE AVE W,ART,C,,361.84907522055
9959,REGIONAL,DURHAM,OSHAWA,PARK RD N,MURIEL AVE,ANNAPOLIS AVE,ART,C,,110.884780404446
9960,LOCAL,OSHAWA,OSHAWA,SUNNYBRAE CRES,CHERRYDOWN DR/MUIRFIELD ST,CHERRYDOWN DR/BIRKDALE ST,L/R,L,,321.677892217767
9961,LOCAL,OSHAWA,OSHAWA,PINEHURST AVE,MUIRFIELD ST,BIRKDALE ST,L/R,L,,225.215819503381
9962,LOCAL,OSHAWA,OSHAWA,TOWNLINE RD S,BLOOR ST E,CHERRYDOWN DR,ART,B,,445.392897767708
9963,LOCAL,OSHAWA,OSHAWA,PHILLIP MURRAY AVE,BOUNDARY RD,THORNTON RD S,ART,C,,316.2926968318
9964,LOCAL,OSHAWA,OSHAWA,PHILLIP MURRAY AVE,THORNTON RD S,SKAE DR,ART,C,,450.455996260102
9965,LOCAL,OSHAWA,OSHAWA,PHILLIP MURRAY AVE,SKAE DR,STEVENSON RD S,ART,C,,515.305026438215
9966,LOCAL,OSHAWA,OSHAWA,SAMAC CT,SOUTH LIMIT,SAMAC TRAIL/WALREG DR,L/R,L,,174.129245641189
9967,LOCAL,OSHAWA,OSHAWA,ELGIN ST E,CENTRAL PARK BLVD N,58 m E OF CENTRAL PARK ,L/R,L,,60.5670170823897
9968,LOCAL,OSHAWA,OSHAWA,SUSAN CT,DIANNE DR,NORTH LIMIT,L/R,L,,161.137380467623
9969,LOCAL,OSHAWA,OSHAWA,COOPER CT,SORRENTO AVE,NORTH LIMIT,L/R,L,,152.936339401035
9970,LOCAL,OSHAWA,OSHAWA,HANMORE CT,SOUTH LIMIT,BAYNES AVE/HANMORE ST,L/R,L,,235.845829856909
9971,LOCAL,OSHAWA,OSHAWA,KEEWATIN ST S,SPRINGDALE CRES,APPLEGROVE AVE,C/R,COL,,150.039034205114
9972,REGIONAL,DURHAM,OSHAWA,RITSON RD N,COLDSTREAM DR,WOODMOUNT DR,ART,B,,313.909228802645
9973,REGIONAL,DURHAM,OSHAWA,SIMCOE ST N,NORTHERN DANCER DR,PRIVATE ROAD,ART,B,,88.5241159320003
9974,REGIONAL,DURHAM,OSHAWA,SIMCOE ST N,PRIVATE ROAD,BRITANNIA AVE,ART,B,,248.306389970561
9975,REGIONAL,DURHAM,OSHAWA,SIMCOE ST N,CONLIN RD,FOUNDERS DR,ART,B,,434.150385225759
9976,REGIONAL,DURHAM,OSHAWA,SIMCOE ST N,PRIVATE ROAD,PRIVATE ROAD,ART,B,,515.4329622339
9977,REGIONAL,DURHAM,OSHAWA,SIMCOE ST N,BRITANNIA AVE,PRIVATE ROAD,ART,B,,214.582461482247
9978,LOCAL,OSHAWA,OSHAWA,CONLIN RD E,WALREG DR,BRIDLE RD,ART,B,,251.793685317419
9979,LOCAL,OSHAWA,OSHAWA,DEAN AVE,TENNYSON AVE,FAREWELL ST,L/R,L,,442.527761773527
9980,LOCAL,OSHAWA,OSHAWA,GATINEAU ST,WINDERMERE AVE,LISGAR AVE,L/R,L,,101.374537596835
9981,LOCAL,OSHAWA,OSHAWA,ESTERBROOK DR,HARLSTONE CRES,WOODSTREAM AVE,L/R,L,,88.1321812242673
9982,LOCAL,OSHAWA,OSHAWA,ESTERBROOK DR,KENMARK AVE,HARLSTONE CRES,L/R,L,,115.98127569252
9983,LOCAL,OSHAWA,OSHAWA,ESTERBROOK DR,WALLIG AVE,KENMARK AVE,L/R,L,,87.3074836765157
9984,REGIONAL,DURHAM,OSHAWA,RITSON RD S,TORONTO AVE,ETNA AVE,ART,B,,89.6842686043472
9985,REGIONAL,DURHAM,OSHAWA,SIMCOE ST S,ERIE ST,BLOOR ST,ART,C,,290.410820407373
9986,LOCAL,OSHAWA,OSHAWA,HOSPITAL CT,WEST LIMIT,SIMCOE ST N,L/R,L,,289.204315146899
9987,REGIONAL,DURHAM,OSHAWA,RITSON RD N,OSHAWA BLVD N,ROSSLAND RD E,ART,B,,186.169695834597
9988,LOCAL,OSHAWA,OSHAWA,MOUNT ALLAN AVE,CARTREF AVE/WHISTLER DR,GRIFFITH ST,L/R,L,,166.975995092485
9989,LOCAL,OSHAWA,OSHAWA,ROGERS ST,CADILLAC AVE N,WILSON RD N,L/R,L,,177.20839129898
9990,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST S,BLOOR ST E,CHERRYHILL ST,C/R,COL,,191.16714203661
9991,LOCAL,OSHAWA,OSHAWA,FRONT ST,THIRD AVE,SECOND AVE,L/R,L,,89.7654889180135
9992,LOCAL,OSHAWA,OSHAWA,JARVIS ST,ROSEDALE AVE,GROVE AVE,L/R,L,,216.823028719255
9993,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,OSHAWA BLVD S,VERDUN RD,ART,C,,97.0621035297245
9994,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,WILSON RD S,WINDSOR ST,ART,C,,104.309745705171
9995,LOCAL,OSHAWA,OSHAWA,SAMAC TRAIL,SAMAC CT/WALREG DR,WALREG DR,L/R,L,,298.318858160085
9996,REGIONAL,DURHAM,OSHAWA,WILSON RD N,LANSDOWNE DR,ADELAIDE AVE E,ART,C,,219.077595311004
9997,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,ATHABASCA ST/GLENRIDGE CT,TOWNLINE RD S,ART,C,,260.156419163367
9998,REGIONAL,DURHAM,OSHAWA,STEVENSON RD N,RIDGEWAY AVE,FAIRLEIGH AVE,ART,B,,93.0331605414859
9999,REGIONAL,DURHAM,OSHAWA,PARK RD S,FENELON CRES,FENELON CRES,ART,C,,75.4485327998579
10000,REGIONAL,DURHAM,OSHAWA,STEVENSON RD N,ANNAPOLIS AVE,BEURLING AVE,ART,B,,97.2646984332968
10001,REGIONAL,DURHAM,OSHAWA,THORNTON RD N,TATRA DR,GENOA AVE,ART,C,,102.897900865613
10002,REGIONAL,DURHAM,OSHAWA,STEVENSON RD N,BEURLING AVE,MARION AVE,ART,B,,210.233523436267
10003,REGIONAL,DURHAM,OSHAWA,RITSON RD S,VIMY AVE,STACEY AVE,ART,B,,60.923396260046
10004,REGIONAL,DURHAM,OSHAWA,WILSON RD S,GLIDDON AVE,DEVON AVE,ART,C,,118.594592492014
10005,LOCAL,OSHAWA,OSHAWA,ORCHARD VIEW BLVD,SOMERVILLE ST,SIMCOE ST N,L/R,L,,409.659095762514
10006,LOCAL,OSHAWA,OSHAWA,LAKESIDE ST,STONE ST,LAKEVIEW AVE,L/R,L,,188.716428655504
10007,LOCAL,OSHAWA,OSHAWA,WECKER DR,PHILLIP MURRAY AVE,SCUGOG AVE,L/R,L,,114.215847750675
10008,LOCAL,OSHAWA,OSHAWA,WILLIAM ST W,CENTRE ST N,PRINCE ST,L/R,L,,89.9153633421027
10009,LOCAL,OSHAWA,OSHAWA,STONE COTTAGE CRES,LINDSAY BLVD,LINDSAY BLVD,L/R,L,,359.450795552763
10010,LOCAL,OSHAWA,OSHAWA,RIPLEY CRES,GRANDVIEW ST N,KINGSLEY CT,L/R,L,,301.621369738347
10011,LOCAL,OSHAWA,OSHAWA,COPPERFIELD DR,STEERFORTH ST,COYSTON DR,C/R,COL,,241.535254212912
10012,LOCAL,OSHAWA,OSHAWA,COPPERFIELD DR,HARMONY RD N,STEERFORTH ST,C/R,COL,,111.459319626536
10013,LOCAL,OSHAWA,OSHAWA,STEERFORTH ST,PEGGOTY CIRCLE,PEGGOTY CIRCLE,L/R,L,,202.734649081715
10014,LOCAL,OSHAWA,OSHAWA,PEGGOTY CIRCLE,MICAWBER ST,STEERFORTH ST,L/R,L,,442.135220828472
10015,LOCAL,OSHAWA,OSHAWA,STEERFORTH ST,PEGGOTY CIRCLE,COPPERFIELD DR,L/R,L,,87.221805159763
10016,LOCAL,OSHAWA,OSHAWA,PEGGOTY CIRCLE,STEERFORTH ST,STEERFORTH ST,L/R,L,,362.700760618484
10017,LOCAL,OSHAWA,OSHAWA,GRAND RIDGE AVE,BRIARWOOD DR/INTERLAKE DR,OBERLAND DR,L/R,L,,71.8367443473448
10018,LOCAL,OSHAWA,OSHAWA,QUAIL RUN DR,EAGLE RIDGE DR,EAGLE RIDGE DR,L/R,L,,256.556708572352
10019,LOCAL,OSHAWA,OSHAWA,DREW ST,EULALIE AVE,EULALIE AVE,L/R,L,,38.5875076997096
10020,LOCAL,OSHAWA,OSHAWA,GLEN ST,MEDINA CT,MALAGA RD,C/R,COL,,320.657531194949
10021,LOCAL,OSHAWA,OSHAWA,COLDSTREAM DR,RITSON RD N,ORMOND DR,ART,C,,156.364094947186
10022,LOCAL,OSHAWA,OSHAWA,GLEN ST,PORTER ST,MEDINA CT,C/R,COL,,236.296605175677
10023,LOCAL,OSHAWA,OSHAWA,GLENWOOD CRES,WINONA AVE,BESSBOROUGH DR,L/R,L,,264.696072753416
10024,LOCAL,OSHAWA,OSHAWA,GLOVERS RD,NORWILL CRES,ORMOND DR,C/R,COL,,107.991505876254
10025,LOCAL,OSHAWA,OSHAWA,GLOVERS RD,NORWILL CRES,SARASOTA CRES,L/R,L,,167.650599185931
10026,LOCAL,OSHAWA,OSHAWA,KEEWATIN ST N,REGENT DR,42 m N OF REGENT DR,L/R,L,,54.0047343836717
10027,LOCAL,OSHAWA,OSHAWA,GLOVERS RD,SARASOTA CRES,SARASOTA CRES,L/R,L,,103.722417415505
10028,LOCAL,OSHAWA,OSHAWA,FROLIS ST,GOWER DR,FETCHISON DR,L/R,L,,68.0533324474508
10029,PROVINCIAL,MTO,OSHAWA,RAMP,,,EXP,EXP,,23.7479097687044
10030,PROVINCIAL,MTO,OSHAWA,HIGHWAY 401 W,,,EXP,EXP,,297.524878812487
10031,LOCAL,OSHAWA,OSHAWA,GLOVERS RD,SARASOTA CRES,EAST LIMIT,L/R,L,,55.3788501834693
10032,LOCAL,OSHAWA,OSHAWA,VIMY AVE,CADILLAC AVE S,HIGHLAND AVE,L/R,L,,94.5042592823969
10033,LOCAL,OSHAWA,OSHAWA,CELINA ST,EMMA ST,ASH ST,ART,C,,30.9348181972917
10034,LOCAL,OSHAWA,OSHAWA,CELINA ST,HEMLOCK AVE,EMMA ST,ART,C,,109.708098186885
10035,LOCAL,OSHAWA,OSHAWA,CELINA ST,ELM ST,HEMLOCK AVE,ART,C,,140.832209773252
10036,LOCAL,OSHAWA,OSHAWA,CELINA ST,ASH ST,JOHN ST E,ART,C,,142.787947314178
10037,LOCAL,OSHAWA,OSHAWA,CARNEGIE AVE,MCLAUGHLIN BLVD,ROSSLAND RD W,L/R,L,,218.940665131788
10038,LOCAL,OSHAWA,OSHAWA,CENTRAL PARK BLVD S,ATHOL ST E,KING ST E,C/R,COL,,116.332797839316
10039,REGIONAL,DURHAM,OSHAWA,WENTWORTH ST E,RITSON RD S,BOURNE CRES,ART,C,,113.918487452062
10040,REGIONAL,DURHAM,OSHAWA,RITSON RD N,WILDFLOWER CT,HIGHGATE AVE,ART,B,,424.943737700077
10041,REGIONAL,DURHAM,OSHAWA,PARK RD N,KING ST W,BOND ST W,ART,C,,115.465528003203
10042,REGIONAL,DURHAM,OSHAWA,RITSON RD N,DARCY ST,WILDFLOWER CT,ART,B,,90.1097519012685
10043,REGIONAL,DURHAM,OSHAWA,RITSON RD S,BLOOR ST E,TORONTO AVE,ART,B,,261.92669060115
10044,REGIONAL,DURHAM,OSHAWA,RITSON RD S,ETNA AVE,MCNAUGHTON AVE\DEAN AVE,ART,B,,94.9597005771303
10045,REGIONAL,DURHAM,OSHAWA,SIMCOE ST S,WOLFE ST,GORDON ST,ART,C,,47.8192425181744
10046,LOCAL,OSHAWA,OSHAWA,FRANK ST,33m W OF ROBSON ST,ROBSON ST,L/R,L,,32.5980755311372
10047,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST S,CHERRYHILL ST,CHERRYDOWN DR,C/R,COL,,194.601865570056
10048,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,WINDSOR ST,BALDWIN ST,ART,C,,103.5070568572
10049,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST S,CAROLYN AVE,OLIVE AVE,C/R,COL,,181.354241545413
10050,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST S,WILLOWDALE AVE,BELVEDERE AVE,L/R,L,,340.24019797181
10051,LOCAL,OSHAWA,OSHAWA,GRANDVIEW ST S,BELVEDERE AVE,KING ST E,L/R,L,,170.738227655836
10052,LOCAL,OSHAWA,OSHAWA,GROOMS AVE,ADELAIDE AVE W,FREDERICK ST,L/R,L,,75.7213213266441
10053,LOCAL,OSHAWA,OSHAWA,NASSAU ST,GREENWOOD AVE,GIBB ST,L/R,L,,282.786183069394
10054,LOCAL,OSHAWA,OSHAWA,NASSAU ST,MARQUETTE AVE,GREENWOOD AVE,L/R,L,,81.5819285052711
10055,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,POPLAR ST,LINDEN ST,ART,C,,81.173508170191
10056,LOCAL,OSHAWA,OSHAWA,CROMWELL AVE,PARK RD S,HILLSIDE AVE,L/R,L,,119.326635684329
10057,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,HARMONY RD S,HARCOURT DR,ART,C,,93.4102456687075
10058,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,GUELPH ST,FAREWELL ST,ART,C,,104.815222840251
10059,REGIONAL,DURHAM,OSHAWA,OLIVE AVE,BALDWIN ST,GUELPH ST,ART,C,,103.031277460706
10060,LOCAL,OSHAWA,OSHAWA,AZTEC DR,CHARISMA CRES,ROUNDELAY DR,L/R,L,,258.399840758547
10061,LOCAL,OSHAWA,OSHAWA,ARTHUR ST,RITSON RD S,ROWE ST,L/R,L,,107.005158028225
10062,LOCAL,OSHAWA,OSHAWA,JONES AVE,BESSBOROUGH DR,SOMERVILLE ST,L/R,L,,91.2570656686879
10063,LOCAL,OSHAWA,OSHAWA,CHADBURN ST,EULALIE AVE,GLIDDON AVE,L/R,L,,212.734533384751
10064,LOCAL,OSHAWA,OSHAWA,ALBANY ST,ALBERT ST,FRONT ST,L/R,L,,108.937867694759
